Name,Position,Height,Weight,Career,Team,Game,First Publish,TimeAve,ShootingRateAve,HitAve,NumberofhandsAve,ThreeRateAve,ThreeHitAve,ThreeNumAve,FoulRateAve,FoulHitAve,FoulNumAve,ReboundsAve,OffRebAve,DefRebAve,AssistsAve,StealAve,BlockAve,TurnoverAve,PersonalFoulAve,PointsAve,WinSum,LoseSum
Roderick Dwayne Higgins,前锋-中锋,2.01,91,13,7,779,203,22.1,46.5%,3.2,6.8,34.2%,0.5,1.3,80.8%,2.2,2.7,3.6,1.2,2.4,1.6,0.6,0.5,1.0,2.2,9.0, , 
Michael S. Higgins,前锋,2.06,100,2,3,18,0,6.2,50.0%,0.5,1.0, ,0.0,0.0,70.6%,0.7,0.9,0.5,0.3,0.2,0.3,0.1,0.2,0.3,1.2,1.7,9,9
Earle Brent Higgins,前锋,2.03,88,,,,,,,,,,,,,,,,,,,,,,,,,
Courdon Higgins,后卫,1.96,82,2,1,44,0,10.3,32.4%,1.3,4.1,20.0%,0.1,0.6,69.4%,1.0,1.4,0.9,0.2,0.7,0.9,0.2,0.1,0.9,1.0,3.7,4,40
William Higgins,后卫,1.88,82,,,,,,,,,,,,,,,,,,,,,,,,,
James Edward Hickson,前锋,2.06,110,8,5,534,307,22.3,50.5%,3.8,7.6,0.0%,0.0,0.0,61.7%,1.8,3.0,6.8,2.2,4.6,0.8,0.5,0.6,1.4,1.9,9.5,253,281
Phillip James Hicks,前锋,2.01,93,2,3,57, ,6.8,44.7%,1.0,2.3, , , ,77.8%,0.2,0.3,1.6,0.7,1.0,0.6,0.2,0.0, ,1.0,2.3,,
Matthew Hickey,后卫-前锋,1.80,82,1,1,1, , ,0.0%,0.0,6.0, , , ,66.7%,2.0,3.0, , , ,0.0, , , ,5.0,2.0,,
Roy Denzil Hibbert,中锋,2.18,122,9,4,662,586,24.8,46.5%,4.0,8.5,25.0%,0.0,0.0,75.5%,2.1,2.7,6.3,2.3,4.0,1.3,0.4,1.7,1.6,3.1,10.0,317,345
Arthur Bruce Heyman,前锋-后卫,1.96,93,3,3,147, ,20.5,42.7%,3.8,9.0, , , ,67.9%,2.7,3.9,2.8, , ,2.4, , , ,2.4,10.3,,
John G. Hewson,前锋-中锋,1.98,88,1,1,24, , ,24.7%,0.9,3.7, , , ,70.0%,0.9,1.3, , , ,0.0, , , ,0.4,2.7,,
William Severlyn Hewitt,前锋,2.01,95,6,4,361, ,20.7,43.9%,2.5,5.6, , , ,56.1%,0.8,1.4,5.5, , ,1.3, , , ,2.2,5.7,,
Fred W. Hetzel,前锋-中锋,2.03,100,6,5,416, ,21.4,42.1%,4.3,10.2, , , ,81.7%,2.6,3.2,5.9, , ,1.1, , , ,2.7,11.2,,
Dan W. Hester,前锋,2.03,95,,,,,,,,,,,,,,,,,,,,,,,,,
Sidney Hertzberg,后卫,1.78,79,5,3,293, , ,29.9%,3.2,10.8, , , ,79.2%,2.3,2.9, , , ,2.1, , , ,2.1,8.7,,
Keith Orlando Herron,后卫-前锋,1.98,88,3,3,124, ,21.1,43.8%,3.9,8.9, , , ,85.8%,2.0,2.3,2.0,0.9,1.0,1.4,0.8,0.2,1.4,1.5,9.8,,
Walter Herrmann,前锋,2.06,102,3,2,152,12,12.8,45.8%,2.1,4.5,38.1%,0.8,2.0,78.6%,0.5,0.7,2.1,0.5,1.6,0.4,0.2,0.1,0.4,0.9,5.4,74,78
Carl Victor Herrera,前锋,2.06,98,8,4,465,110,17.3,47.6%,2.2,4.7,14.3%,0.0,0.0,64.3%,0.9,1.3,3.6,1.2,2.4,0.6,0.5,0.4,1.0,2.0,5.3,265,200
Chris Albert Herren,后卫,1.88,89,2,2,70,8,14.4,33.6%,1.1,3.1,32.8%,0.6,1.7,69.2%,0.5,0.7,1.0,0.2,0.8,2.4,0.4,0.0,0.9,1.7,3.2,27,43
Clarence Henry Hermsen,中锋-前锋,2.06,102,6,8,288, , ,29.7%,3.3,11.3, , , ,65.4%,2.6,4.0, , , ,1.3, , , ,3.6,9.3,,
William R. Herman,后卫,1.91,77,1,1,13, , ,38.5%,1.9,5.0, , , ,54.5%,0.5,0.8, , , ,1.2, , , ,1.0,4.3,,
Charles Hentz,前锋,1.96,95,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Michael Henson,后卫,1.80,80,7,5,238,3,9.6,40.3%,1.1,2.7,43.2%,0.4,1.0,86.9%,0.5,0.6,0.7,0.2,0.5,2.0,0.4,0.0,0.7,1.2,3.1,117,121
Xavier Henry,后卫,1.98,100,5,3,185,23,15.7,40.6%,2.0,4.9,32.5%,0.2,0.7,63.5%,1.5,2.3,1.9,0.4,1.5,0.6,0.5,0.1,0.8,1.4,5.7,70,115
Herman Henry,后卫,2.01,86,1,1,4,0,3.8,20.0%,0.3,1.3,0.0%,0.0,0.5,50.0%,0.5,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.3,0.3,1.0,4,0
Conner Henry,后卫,2.01,88,2,4,93,2,8.1,37.8%,1.2,3.1,37.9%,0.4,0.9,75.7%,0.6,0.8,0.9,0.2,0.7,1.1,0.2,0.1,0.7,0.8,3.3,49,44
Carl J. Henry,后卫,1.98,93,1,1,28,0,5.3,46.3%,1.1,2.4,40.0%,0.1,0.4,70.6%,0.4,0.6,0.7,0.3,0.4,0.1,0.2,0.0,0.3,0.4,2.8,7,21
William Gambrell Henry,中锋,2.06,98,2,2,95, , ,32.0%,1.9,6.1, , , ,64.1%,2.6,4.0, , , ,1.1, , , ,2.4,6.5,,
Albert J. Henry Jr.,中锋,2.06,86,2,1,49, ,9.1,42.6%,1.4,3.3, , , ,70.0%,1.1,1.6,3.0, , ,0.2, , , ,0.9,4.0,,
Donald Anton Henriksen,前锋-中锋,2.01,102,2,2,138, ,28.5,38.4%,2.4,6.4, , , ,65.8%,2.3,3.4,7.2, , ,1.7, , , ,3.1,7.2,,
Lawrence E. Hennessy,后卫,1.91,84,2,2,74, ,11.0,33.4%,1.9,5.7, , , ,76.6%,0.7,0.9,1.3, , ,1.0, , , ,0.9,4.5,,
Mark Allan Hendrickson,前锋,2.06,100,4,4,114,8,13.2,41.6%,1.2,2.8,16.7%,0.0,0.2,80.3%,1.0,1.2,2.8,0.9,1.9,0.6,0.4,0.1,0.6,1.2,3.3,34,80
Thomas Edward Henderson,后卫,1.91,86,9,3,650, ,27.2,43.3%,3.7,8.6, , , ,73.9%,1.9,2.6,2.3,0.6,1.7,4.8,1.2,0.1, ,1.8,9.4,,
Kevin Dwayne Henderson,后卫,1.93,88,2,2,22,2,10.7,39.3%,1.1,2.8,0.0%,0.0,0.0,60.7%,0.8,1.3,1.1,0.5,0.6,1.5,0.4,0.0,1.0,1.6,3.0,8,14
Jerome D. Henderson,中锋-前锋,2.11,104,2,2,7,0,5.6,37.5%,0.9,2.3, ,0.0,0.0,100.0%,0.6,0.6,1.1,0.3,0.9,0.0,0.1,0.1,0.9,1.9,2.3,6,1
Milton Henderson Jr.,前锋,2.03,103,1,1,30,0,11.0,36.5%,1.2,3.2,40.0%,0.1,0.2,55.6%,0.8,1.5,1.6,0.7,0.9,0.7,0.3,0.1,0.6,1.0,3.2,4,26
Gerald McKinley Henderson Jr.,后卫,1.96,98,8,3,535,333,25.9,44.0%,4.2,9.6,32.7%,0.5,1.4,79.3%,2.3,2.9,3.2,0.6,2.6,1.9,0.7,0.3,1.2,1.7,11.2,212,323
Jerome McKinley Henderson,后卫,1.88,79,13,7,871,364,21.6,47.2%,3.5,7.5,33.2%,0.2,0.7,77.6%,1.6,2.1,1.7,0.6,1.1,3.6,1.1,0.1,1.8,2.2,8.9, , 
David McKinley Henderson,后卫,1.96,88,1,1,22,1,16.0,40.5%,2.1,5.3,0.0%,0.0,0.0,68.1%,1.5,2.1,1.6,0.5,1.1,1.5,0.5,0.2,1.8,1.9,5.7,12,10
Cedric Earl Henderson,前锋,2.01,98,5,2,260,136,23.8,43.6%,3.0,6.9,14.0%,0.0,0.2,71.5%,1.2,1.7,2.9,0.7,2.3,1.6,0.9,0.4,1.5,2.2,7.3,117,143
Cedric Henderson,前锋,2.03,95,1,2,8,0,2.0,50.0%,0.5,1.0, ,0.0,0.0,100.0%,0.4,0.4,1.0,0.4,0.6,0.0,0.0,0.0,0.5,0.3,1.4,8,0
Alan Lybrooks Henderson,前锋,2.06,107,12,4,652,220,21.1,46.9%,3.0,6.5,19.2%,0.0,0.0,63.9%,1.7,2.7,5.0,2.2,2.8,0.6,0.6,0.5,1.1,2.2,7.8,324,328
Ned Dixon Hemric,前锋,1.98,100,2,1,138, ,17.3,37.7%,2.0,5.2, , , ,66.9%,2.3,3.5,5.1, , ,0.7, , , ,1.7,6.3,,
Thomas William Heinsohn,前锋-中锋,2.01,99,9,1,654, ,29.4,40.5%,7.3,18.0, , , ,79.0%,4.0,5.1,8.8, , ,2.0, , , ,3.8,18.6,,
Alvin Heggs,前锋,2.03,102,1,1,4,0,3.5,60.0%,0.8,1.3, ,0.0,0.0,66.7%,0.5,0.8,0.5,0.3,0.3,0.0,0.0,0.0,0.0,0.0,2.0,4,0
Herman Arthur Hedderick,后卫,1.96,77,1,1,5, ,4.6,22.2%,0.4,1.8, , , ,0.0%,0.0,0.2,0.8, , ,0.4, , , ,0.6,0.8,,
Garfield Heard,前锋,1.98,99,11,5,787, ,24.9,41.4%,3.6,8.7, , , ,65.4%,1.4,2.2,7.5, , ,1.6, , , ,2.7,8.7,,
Brian Patrick Heaney,后卫,1.88,82,1,1,14, ,5.0,54.2%,0.9,1.7, , , ,50.0%,0.1,0.3,0.3, , ,0.4, , , ,1.2,2.0,,
Shane Douglas Heal,后卫,1.83,82,2,2,49,0,6.3,27.3%,0.7,2.5,28.9%,0.5,1.7,70.0%,0.1,0.2,0.4,0.1,0.4,0.8,0.1,0.1,0.4,0.4,2.0,18,31
Luther Dale Head,后卫,1.91,84,6,4,348,82,22.4,42.3%,2.9,7.0,38.8%,1.3,3.3,77.3%,1.0,1.3,2.4,0.3,2.1,2.1,0.7,0.1,1.3,1.5,8.2,173,175
John W. Hazen,后卫,1.88,78,1,1,6, , ,35.3%,1.0,2.8, , , ,85.7%,1.0,1.2, , , ,0.5, , , ,1.7,3.0,,
Spencer Haywood,前锋-中锋,2.03,102,12,5,760, ,33.7,46.5%,7.6,16.4, , , ,80.0%,4.0,5.0,9.3, , ,1.8, , , ,2.9,19.2,,
Brendan Todd Haywood,中锋,2.13,122,13,4,816,549,22.9,52.8%,2.6,4.9,0.0%,0.0,0.0,58.7%,1.6,2.8,6.0,2.6,3.4,0.5,0.4,1.4,1.0,2.5,6.8,400,416
Lazar Miller Hayward,前锋,1.98,102,3,2,72,0,8.2,34.7%,1.0,2.8,26.9%,0.3,1.1,76.7%,0.6,0.8,1.3,0.3,0.9,0.5,0.2,0.1,0.4,0.9,2.9,29,43
Gordon Daniel Hayward,前锋,2.03,102,8,2,517,409,31.3,44.4%,5.3,11.9,36.8%,1.3,3.6,82.0%,3.8,4.6,4.2,0.7,3.4,3.4,1.0,0.4,2.0,1.8,15.6,248,269
Steven Leonard Hayes,中锋,2.13,93,5,6,212,3,10.8,48.2%,1.1,2.3,0.0%,0.0,0.0,50.0%,0.4,0.7,2.5,1.0,1.5,0.4,0.2,0.5,0.5,2.1,2.6, , 
Jim Hayes,后卫,1.91,91,,,,,,,,,,,,,,,,,,,,,,,,,
Jarvis James Hayes,前锋,2.01,100,7,3,427,115,23.2,41.5%,3.3,7.9,35.6%,0.9,2.6,79.8%,0.9,1.1,3.1,0.6,2.5,1.1,0.7,0.1,0.9,2.0,8.3,201,226
Elvin Ernest Hayes,前锋-中锋,2.06,107,16,5,1303, ,38.4,45.2%,8.4,18.6, , , ,67.0%,4.1,6.1,12.5, , ,1.8, , , ,3.2,21.0,,
Charles Edward Hayes Jr.,前锋,1.98,109,11,3,644,244,18.3,49.8%,1.6,3.3,0.0%,0.0,0.0,62.0%,0.5,0.8,5.0,1.7,3.3,1.2,0.7,0.4,0.7,2.3,3.7,347,297
Nate Hawthorne,后卫,1.93,86,3,2,162, ,12.3,42.1%,2.1,5.0, , , ,66.0%,1.3,1.9,2.1,0.8,1.2,0.7,0.4,0.3, ,1.7,5.4,,
Thomas Jerome Hawkins,前锋,1.96,95,10,3,764, ,24.2,44.7%,3.6,8.1, , , ,57.0%,1.5,2.6,6.0, , ,1.1, , , ,2.9,8.7,,
Robert Hawkins,后卫,1.93,86,4,4,103, ,19.5,45.3%,5.2,11.4, , , ,70.4%,2.4,3.4,2.3,1.0,1.3,1.5,1.1,0.5, ,2.4,12.7,,
Steven Michael Hawkins,后卫,1.83,81,4,4,75,0,8.5,37.7%,0.7,1.7,30.5%,0.2,0.8,80.0%,0.2,0.3,0.9,0.3,0.6,1.6,0.3,0.0,0.7,0.9,1.8,27,48
James Marshall Hawkins,前锋,1.91,93,1,1,39, , ,28.2%,1.4,5.0, , , ,68.9%,1.1,1.6, , , ,1.3, , , ,2.2,3.9,,
Juaquin Juan Hawkins,后卫-前锋,2.01,100,1,1,58,10,11.8,38.5%,1.0,2.6,41.7%,0.2,0.4,50.0%,0.2,0.3,1.3,0.3,1.1,0.8,0.5,0.1,0.5,1.0,2.3,30,28
Hersey R. Hawkins Jr.,后卫,1.91,86,13,4,983,896,32.6,46.1%,5.0,10.8,39.4%,1.2,3.2,87.0%,3.5,4.1,3.6,0.8,2.8,2.9,1.7,0.3,1.9,2.1,14.7,544,439
Cornelius L. Hawkins,前锋-中锋,2.03,95,7,3,499, ,34.5,46.7%,6.0,12.9, , , ,78.5%,4.4,5.6,8.0, , ,4.1, , , ,2.9,16.5,,
Steven Sherburne Hawes,中锋-前锋,2.06,100,10,4,688, ,23.0,48.3%,3.4,7.0, , , ,79.0%,1.6,2.0,6.2,1.8,4.4,1.9,0.8,0.5, ,2.7,8.4,,
Spencer Mason Hawes,中锋,2.16,111,10,6,684,368,22.7,45.7%,3.6,7.8,35.0%,0.5,1.5,71.6%,1.0,1.4,5.7,1.4,4.2,1.9,0.4,1.0,1.4,2.5,8.7,303,381
John J. Havlicek,前锋-后卫,1.96,92,16,1,1270, ,36.6,43.9%,8.3,18.8, , , ,81.5%,4.2,5.2,6.3, , ,4.8, , , ,2.6,20.8,,
Walter Vernon Hatton,后卫,1.91,88,4,4,225, ,16.3,34.4%,2.2,6.3, , , ,71.4%,1.2,1.7,2.4, , ,1.4, , , ,1.3,5.5,,
Kirk Haston,前锋,2.06,110,2,2,27,0,5.0,23.2%,0.5,2.1,0.0%,0.0,0.2,50.0%,0.2,0.4,1.0,0.2,0.8,0.3,0.0,0.2,0.4,0.7,1.2,21,6
Scott Alan Hastings,前锋-中锋,2.08,107,11,5,578,19,10.4,44.1%,1.0,2.3,29.2%,0.0,0.2,81.1%,0.8,1.0,2.2,0.7,1.5,0.5,0.3,0.3,0.6,1.8,2.8, , 
Joseph Patrick Hassett Jr.,后卫,1.96,82,6,4,292, ,12.5,42.1%,2.4,5.8, , , ,86.1%,0.4,0.4,1.1,0.3,0.7,1.3,0.4,0.1,0.6,1.2,5.9,,
William Joseph Hassett,后卫,1.80,82,2,3,90, , ,28.2%,1.4,5.1, , , ,65.2%,1.6,2.5, , , ,2.0, , , ,2.3,4.5,,
Trenton Lavar Hassell,后卫,1.96,91,9,4,644,428,25.3,44.5%,2.4,5.4,31.8%,0.1,0.5,76.5%,0.9,1.1,2.8,0.8,2.0,1.8,0.4,0.4,0.9,2.2,5.8,267,377
Udonis Johneal Haslem,前锋,2.03,107,15,1,832,498,25.7,49.2%,3.2,6.4,8.6%,0.0,0.0,75.6%,1.5,1.9,6.9,1.9,4.9,0.9,0.5,0.3,1.0,2.4,7.8,492,340
Clem Smith Haskins,后卫,1.91,88,9,3,681, ,25.9,44.9%,5.2,11.5, , , ,79.2%,2.5,3.2,3.1, , ,3.5, , , ,2.2,12.8,,
Scott Russell Haskin,中锋-前锋,2.11,113,1,1,27,2,6.9,46.7%,0.8,1.7, ,0.0,0.0,68.4%,0.5,0.7,2.0,0.6,1.4,0.2,0.1,0.6,0.5,1.2,2.0,13,14
Donnell Eugene Harvey,前锋,2.03,100,5,5,205,39,16.2,46.0%,2.2,4.8,10.0%,0.0,0.0,65.9%,1.2,1.8,4.0,1.3,2.8,0.8,0.5,0.4,1.0,2.3,5.6,74,131
Antonio Harvey,前锋-中锋,2.11,102,8,6,187,32,10.4,40.7%,1.2,3.0,33.3%,0.0,0.0,51.1%,0.5,1.0,2.3,0.8,1.5,0.3,0.3,0.7,0.6,1.4,3.0,87,100
Jason Keema Hart,后卫,1.91,84,9,9,341,56,15.5,41.7%,1.8,4.3,31.5%,0.2,0.6,78.8%,1.0,1.2,1.7,0.2,1.4,2.3,0.7,0.1,0.8,1.5,4.8,173,168
David Joshua Harrison,中锋,2.13,127,4,1,189,33,14.2,53.0%,2.0,3.7, ,0.0,0.0,52.5%,1.1,2.0,2.9,1.0,1.9,0.2,0.3,1.0,1.1,2.8,5.0,91,98
Robert William Harrison,后卫,1.85,86,9,4,615, , ,35.2%,2.9,8.2, , , ,69.3%,1.4,2.0, , , ,2.7, , , ,3.3,7.2,,
Tony Dwayne Harris,后卫,1.91,86,3,2,14,0,10.5,29.1%,1.1,3.9,25.0%,0.2,0.9,86.8%,2.4,2.7,0.8,0.2,0.6,0.6,0.4,0.0,0.7,1.1,4.9,3,11
Tobias John Harris,前锋,2.06,107,7,3,406,286,29.0,47.0%,5.4,11.4,34.7%,1.0,2.9,81.2%,2.4,2.9,5.6,1.1,4.5,1.6,0.7,0.5,1.3,1.9,14.1,161,245
Terrel Harris,后卫,1.96,86,2,2,42,1,10.8,30.0%,0.8,2.6,17.0%,0.2,1.1,67.7%,0.5,0.7,1.8,0.5,1.3,0.8,0.3,0.1,1.0,1.2,2.3,22,20
Steven Dwayne Harris,后卫,1.96,88,5,4,207,29,13.7,43.4%,2.9,6.6,5.0%,0.0,0.1,84.2%,1.2,1.5,1.8,0.7,1.0,1.1,0.6,0.1,0.8,1.3,7.0,97,110
Michael Harris,前锋,1.98,109,4,3,54,0,9.2,46.4%,1.3,2.8,0.0%,0.0,0.1,78.2%,0.8,1.0,2.1,0.9,1.2,0.2,0.5,0.2,0.6,1.3,3.4,18,36
Corperryale L'Adorable Harris,后卫,1.96,84,4,3,93,20,17.1,38.0%,2.1,5.6,35.3%,0.6,1.6,73.8%,1.3,1.8,2.7,0.6,2.1,1.4,0.5,0.2,1.1,1.1,6.2,15,78
Lucious H. Harris Jr.,后卫,1.96,86,12,4,800,145,19.6,42.6%,2.7,6.4,34.8%,0.5,1.4,79.0%,1.2,1.6,2.3,0.7,1.6,1.4,0.7,0.1,0.7,1.3,7.2,338,462
Devin Lamar Harris,后卫,1.91,84,14,4,863,446,25.3,43.5%,3.7,8.6,32.4%,0.8,2.5,79.6%,3.0,3.8,2.3,0.3,1.9,4.2,1.1,0.2,1.8,2.2,11.3,478,385
Christopher R. Harris,后卫,1.91,86,1,2,41, ,10.2,24.8%,0.9,3.6, , , ,60.0%,0.7,1.1,1.1, , ,1.1, , , ,1.0,2.5,,
Robert Anderson Harris,前锋-中锋,2.01,88,5,2,325, , ,38.5%,2.5,6.4, , , ,62.8%,1.8,2.9, , , ,1.5, , , ,3.1,6.8,,
Billy Harris,后卫,1.88,84,,,,,,,,,,,,,,,,,,,,,,,,,
C. Bernard Harris,前锋,2.08,91,1,1,11, ,2.3,18.2%,0.2,1.0, , , ,50.0%,0.1,0.2,0.7,0.2,0.5,0.1,0.0,0.1, ,0.0,0.5,,
Arthur Carlos Harris Jr.,后卫,1.93,84,4,2,238, ,21.9,39.6%,3.9,9.8, , , ,62.6%,1.4,2.2,2.4, , ,2.7, , , ,3.0,9.1,,
Othella Harrington,前锋-中锋,2.06,107,12,5,709,264,19.6,50.5%,2.9,5.6,0.0%,0.0,0.0,73.8%,1.7,2.2,4.4,1.5,2.9,0.6,0.3,0.4,1.3,2.6,7.4,319,390
Lorinza Harrington,后卫,1.93,82,3,3,140,66,22.1,37.1%,2.1,5.6,27.4%,0.1,0.5,68.9%,1.0,1.4,2.7,0.5,2.2,3.1,0.9,0.2,1.8,2.9,5.2,29,111
Albert Harrington,前锋,2.06,104,16,7,981,445,28.6,44.4%,5.1,11.5,35.2%,1.0,2.8,72.7%,2.2,3.1,5.6,1.5,4.1,1.7,0.9,0.3,1.9,3.1,13.5,493,488
Adam Philip Harrington,后卫,1.96,91,1,2,19,0,5.8,29.7%,0.6,1.9,35.7%,0.3,0.7,75.0%,0.2,0.2,0.4,0.1,0.4,0.6,0.1,0.1,0.1,0.4,1.6,13,6
Josh Douglas Harrellson,中锋,2.08,125,3,3,75,4,11.8,43.8%,1.4,3.2,34.7%,0.4,1.3,62.9%,0.3,0.5,3.0,1.1,2.0,0.3,0.4,0.5,0.4,1.3,3.5,33,42
Matthew Joseph Harpring,前锋,2.01,105,11,4,665,349,26.4,48.1%,4.4,9.1,33.3%,0.2,0.7,75.3%,2.5,3.4,5.1,1.9,3.1,1.4,0.7,0.2,1.5,2.6,11.5,357,308
Ronald Harper,后卫-前锋,1.98,84,15,4,1009,967,30.9,44.6%,5.3,11.8,28.9%,0.5,1.8,72.0%,2.7,3.8,4.3,1.3,3.0,3.9,1.7,0.7,2.2,2.3,13.8,609,400
Michael Edward Harper,中锋-前锋,2.08,88,2,1,123, ,15.4,47.4%,2.0,4.1,0.0%,0.0,0.0,55.9%,1.1,1.9,3.5,1.3,2.3,0.6,0.6,0.8,1.0,2.5,5.0,,
Justin Harper,前锋,2.08,102,3,3,22,0,6.9,34.0%,0.8,2.4,27.6%,0.4,1.3,33.3%,0.0,0.1,0.8,0.2,0.6,0.2,0.1,0.1,0.5,0.5,2.0,12,10
Derek Ricardo Harper,后卫,1.93,84,16,4,1199,883,31.5,46.3%,5.2,11.2,35.4%,0.9,2.5,74.5%,2.1,2.9,2.4,0.6,1.8,5.5,1.6,0.3,1.9,2.3,13.3, , 
Jerome Harmon,后卫,1.93,86,1,1,10,0,15.8,39.6%,2.1,5.3,100.0%,0.1,0.1,50.0%,0.3,0.6,2.3,0.9,1.4,1.2,0.9,0.0,0.7,1.2,4.6,3,7
Jules Peter Harlicka,后卫,1.85,84,1,1,26, ,8.4,45.6%,1.6,3.5, , , ,77.4%,0.9,1.2,0.6, , ,1.4, , , ,1.1,4.1,,
Jerald B. Harkness,后卫,1.88,79,1,1,5, ,11.8,43.3%,2.6,6.0, , , ,37.5%,0.6,1.6,1.2, , ,1.2, , , ,0.8,5.8,,
John Arlington Hargis,后卫-前锋,1.88,82,2,3,89, , ,40.0%,3.0,7.6, , , ,70.2%,2.5,3.6, , , ,1.4, , , ,2.6,8.6,,
Ira Lee Harge,中锋,2.06,102,,,,,,,,,,,,,,,,,,,,,,,,,
James Percival Hardy,前锋-中锋,2.03,100,4,2,249, ,21.6,48.1%,2.5,5.1, , , ,70.0%,0.8,1.1,5.3,1.8,3.5,1.3,0.7,0.9,1.2,2.4,5.7,,
Darrell Gene Hardy,前锋,2.01,100,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Timothy Hardy,前锋,2.01,88,2,2,60, ,7.0,43.1%,1.4,3.3,0.0%,0.0,0.1,64.1%,0.4,0.7,0.9,0.4,0.5,0.4,0.2,0.2,0.5,0.8,3.2,,
Charles Hardnett,前锋-中锋,2.03,102,3,2,164, ,15.1,42.3%,2.6,6.2, , , ,64.7%,2.0,3.1,5.7, , ,0.6, , , ,2.3,7.3,,
Reginald Harding,中锋,2.13,113,4,2,205, ,27.0,41.3%,3.8,9.3, , , ,60.7%,1.3,2.2,9.1, , ,1.7, , , ,2.8,9.0,,
James Edward Harden Jr.,后卫,1.96,100,9,2,637,424,33.7,44.3%,6.6,14.9,36.6%,2.3,6.3,85.4%,6.9,8.1,5.0,0.8,4.3,5.9,1.5,0.4,3.4,2.5,22.5,406,231
Timothy Duane Hardaway,后卫,1.83,79,13,5,867,770,35.3,43.1%,6.5,15.1,35.5%,1.8,5.0,78.2%,2.9,3.8,3.3,0.6,2.7,8.2,1.6,0.1,2.9,2.3,17.7,500,367
Anfernee Deon Hardaway,后卫-前锋,2.01,88,14,4,704,558,33.7,45.8%,5.7,12.4,31.6%,0.7,2.3,77.4%,3.1,4.0,4.5,1.4,3.1,5.0,1.6,0.4,2.5,2.2,15.2,414,290
Lucas Cameron Harangody,前锋,2.03,112,2,2,70,1,12.4,37.6%,1.5,3.9,24.1%,0.3,1.2,73.7%,0.4,0.5,2.8,0.9,1.9,0.5,0.3,0.3,0.3,1.4,3.6,35,35
William Henry Hanzlik,后卫-前锋,2.01,84,10,2,748, ,20.8,43.4%,2.5,5.7,21.3%,0.1,0.3,78.1%,2.3,2.9,2.8,0.9,1.8,2.8,1.0,0.3,1.5,3.0,7.2, , 
Reginald Leonard Hanson,前锋,2.03,88,1,1,8,0,3.3,50.0%,0.4,0.8, ,0.0,0.0, ,0.0,0.0,0.8,0.4,0.4,0.1,0.3,0.1,0.4,1.0,0.8,5,3
Travis Mitchell Hansen,后卫,1.98,93,1,1,41,4,12.4,35.4%,1.1,3.2,30.0%,0.2,0.7,81.5%,0.5,0.7,1.7,0.7,1.0,0.5,0.2,0.2,0.4,1.6,3.0,13,28
Lars Hansen,中锋,2.08,102,1,1,15, ,13.7,50.9%,1.9,3.8, , , ,58.1%,1.2,2.1,3.9,1.5,2.5,0.9,0.1,0.1,0.6,1.9,5.1,,
Glenn R. Hansen,后卫,1.93,93,3,2,112, ,12.9,41.2%,2.1,5.2, , , ,72.5%,1.0,1.3,2.2,0.9,1.3,0.8,0.5,0.1, ,1.7,5.3,,
Robert Louis Hansen II,后卫,1.98,86,9,3,575,325,19.3,46.8%,2.9,6.1,32.3%,0.3,0.9,66.2%,0.9,1.3,2.2,0.7,1.5,1.6,0.6,0.1,1.0,2.1,6.9, , 
Andrew Tyler Hansbrough,前锋,2.06,113,7,3,428,50,16.9,43.9%,2.2,5.0,13.6%,0.0,0.1,73.8%,2.3,3.1,4.2,1.7,2.5,0.4,0.5,0.2,0.7,2.0,6.7,247,181
Rollen F. Hans,后卫,1.88,95,2,1,80, ,21.7,38.0%,2.8,7.3, , , ,55.6%,1.4,2.6,2.2, , ,2.6, , , ,2.4,7.0,,
Donald Hanrahan,前锋,2.01,91,1,1,18, ,6.7,34.4%,0.6,1.8, , , ,73.3%,0.6,0.8,1.7, , ,0.6, , , ,1.3,1.8,,
Alexander Murray Hannum,前锋-中锋,2.01,95,8,5,516, , ,35.4%,2.3,6.5, , , ,62.9%,1.4,2.2, , , ,1.7, , , ,3.8,6.0,,
Phil Hankinson,前锋,2.03,88,2,1,31, ,6.0,49.1%,1.8,3.7, , , ,76.9%,0.3,0.4,1.8,0.7,1.1,0.2,0.1,0.0, ,0.7,3.9,,
Cecil O. Hankins,后卫,1.85,79,2,2,80, , ,27.6%,1.8,6.3, , , ,61.6%,1.4,2.3, , , ,0.3, , , ,1.0,4.9,,
Benjamin Handlogten,前锋,2.08,109,2,1,38,5,12.3,52.3%,1.8,3.4,0.0%,0.0,0.0,61.4%,0.7,1.2,3.2,1.2,2.0,0.5,0.3,0.2,0.7,2.3,4.3,15,23
Darrin Hancock,后卫-前锋,2.01,93,3,4,133,14,10.5,53.0%,1.5,2.8,33.3%,0.0,0.0,57.9%,0.5,0.9,1.3,0.4,0.8,0.7,0.4,0.1,0.7,1.2,3.5,75,58
Joseph Hamood,后卫,1.83,82,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Edward Hammonds,前锋,2.06,98,12,4,687,60,15.2,48.0%,2.1,4.3,0.0%,0.0,0.0,69.1%,1.2,1.7,3.3,1.1,2.2,0.6,0.2,0.2,0.8,1.8,5.3,310,377
Julian Hammond,前锋,1.96,93,,,,,,,,,,,,,,,,,,,,,,,,,
